datetime,total
14-03-2020 11:29,15300
14-03-2020 11:45,18000
14-03-2020 12:22,19000
14-03-2020 12:57,17500
14-03-2020 13:05,14500
14-03-2020 13:49,15800
14-03-2020 13:52,21800
14-03-2020 14:11,15300
14-03-2020 14:36,16100
14-03-2020 14:47,15800
15-03-2020 11:13,19300
15-03-2020 11:19,14300
15-03-2020 11:40,18600
15-03-2020 12:03,20500
15-03-2020 12:35,15600
15-03-2020 13:02,15000
15-03-2020 13:44,14800
15-03-2020 13:45,28000
15-03-2020 14:05,15000
15-03-2020 14:07,25000
15-03-2020 14:09,21800
15-03-2020 14:15,19400
15-03-2020 14:18,16000
15-03-2020 14:27,16400
16-03-2020 11:11,19300
16-03-2020 11:56,22600
16-03-2020 11:59,26800
16-03-2020 12:32,15300
16-03-2020 12:46,26800
16-03-2020 12:58,23100
16-03-2020 13:19,15300
16-03-2020 13:23,20800
16-03-2020 13:29,14800
16-03-2020 13:45,17000
16-03-2020 14:05,34900
16-03-2020 16:13,26800
18-03-2020 11:10,24000
18-03-2020 11:32,20100
18-03-2020 11:43,30500
18-03-2020 12:08,14000
18-03-2020 12:10,15800
18-03-2020 12:18,14500
18-03-2020 12:29,39100
18-03-2020 12:40,42400
18-03-2020 12:53,20600
18-03-2020 13:06,17500
18-03-2020 13:42,25700
18-03-2020 14:06,27900
18-03-2020 14:30,15400
18-03-2020 14:31,16100
19-03-2020 11:06,16300
19-03-2020 11:07,14000
19-03-2020 11:16,28200
19-03-2020 12:25,23100
19-03-2020 12:28,16400
19-03-2020 12:30,22800
19-03-2020 14:38,17600
19-03-2020 14:47,15100
19-03-2020 15:11,20000
20-03-2020 11:29,25800
20-03-2020 12:17,28800
20-03-2020 12:33,16100
20-03-2020 12:34,17000
20-03-2020 13:48,19300
20-03-2020 14:19,14800
20-03-2020 15:40,14000
21-03-2020 11:04,27800
21-03-2020 11:04,16100
21-03-2020 11:28,31600
21-03-2020 11:33,20000
21-03-2020 11:44,27600
21-03-2020 12:02,37700
21-03-2020 12:07,14300
21-03-2020 12:11,20900
21-03-2020 12:34,14800
21-03-2020 12:51,18300
21-03-2020 13:32,19300
21-03-2020 13:38,17500
21-03-2020 13:41,17800
21-03-2020 14:17,33100
21-03-2020 14:28,15800
21-03-2020 15:02,16400
21-03-2020 15:14,19600
22-03-2020 11:02,18500
22-03-2020 11:22,14800
22-03-2020 11:34,15100
22-03-2020 11:43,32900
22-03-2020 12:19,16600
22-03-2020 12:38,31500
22-03-2020 12:43,15100
22-03-2020 13:19,21800
22-03-2020 13:21,20900
22-03-2020 13:52,15600
22-03-2020 14:31,19500
22-03-2020 14:51,16100
22-03-2020 15:21,19300
23-03-2020 11:06,14500
23-03-2020 11:53,14500
23-03-2020 12:04,15500
23-03-2020 12:37,34100
23-03-2020 12:44,15000
23-03-2020 13:12,18600
23-03-2020 13:57,17800
23-03-2020 13:58,24200
23-03-2020 14:32,40700
23-03-2020 14:49,18300
25-03-2020 11:05,19300
25-03-2020 11:13,15800
25-03-2020 12:42,18800
25-03-2020 14:08,18000
25-03-2020 14:12,22300
25-03-2020 14:17,21300
25-03-2020 14:38,14000
25-03-2020 14:57,14500
25-03-2020 15:54,16400
25-03-2020 15:59,35600
25-03-2020 16:17,20300
26-03-2020 11:04,15300
26-03-2020 11:04,16600
26-03-2020 11:32,43200
26-03-2020 13:06,18300
26-03-2020 14:35,24700
26-03-2020 14:44,31100
26-03-2020 15:07,15800
26-03-2020 15:10,26900
26-03-2020 15:22,14800
27-03-2020 11:42,17000
27-03-2020 11:51,14800
27-03-2020 13:00,19500
27-03-2020 13:10,18500
27-03-2020 13:36,24800
27-03-2020 14:19,15300
27-03-2020 15:11,15100
27-03-2020 15:36,28800
27-03-2020 15:38,16100
27-03-2020 15:48,14000
27-03-2020 16:23,14800
28-03-2020 11:09,26300
28-03-2020 11:14,19300
28-03-2020 11:38,14800
28-03-2020 11:55,40300
28-03-2020 12:17,15500
28-03-2020 13:05,22600
28-03-2020 13:36,18000
28-03-2020 13:39,24100
28-03-2020 15:14,16600
29-03-2020 11:09,21800
29-03-2020 11:25,27800
29-03-2020 11:59,15800
29-03-2020 12:02,29800
29-03-2020 12:09,14100
29-03-2020 12:15,26900
29-03-2020 12:31,19300
29-03-2020 12:59,24300
29-03-2020 13:04,29600
29-03-2020 13:16,19600
29-03-2020 13:16,18600
29-03-2020 13:28,15000
29-03-2020 14:02,26300
29-03-2020 15:37,15300
29-03-2020 12:09,16100
30-03-2020 11:22,17300
30-03-2020 11:28,28600
30-03-2020 12:07,19300
30-03-2020 13:25,18800
30-03-2020 13:38,14500
30-03-2020 14:08,32400
30-03-2020 14:46,14800
30-03-2020 15:07,17800
30-03-2020 16:21,19800
30-03-2020 16:22,35300
01-04-2020 11:01,16400
01-04-2020 11:15,29400
01-04-2020 11:54,16100
01-04-2020 12:32,23100
01-04-2020 12:45,18300
01-04-2020 13:29,32100
01-04-2020 13:44,22800
01-04-2020 13:49,28800
01-04-2020 14:18,24300
01-04-2020 14:28,18800
02-04-2020 11:06,16000
02-04-2020 11:06,15800
02-04-2020 11:43,22800
02-04-2020 11:54,15300
02-04-2020 12:01,18600
02-04-2020 12:11,28800
02-04-2020 12:38,18000
02-04-2020 13:12,15800
02-04-2020 13:12,23100
02-04-2020 13:58,20600
02-04-2020 15:49,16100
02-04-2020 16:02,14300
02-04-2020 16:03,26900
02-04-2020 16:21,29500
02-04-2020 16:31,16100
03-04-2020 11:24,24800
03-04-2020 11:43,23600
03-04-2020 11:44,14300
03-04-2020 12:08,19300
03-04-2020 13:29,44500
03-04-2020 14:12,14000
04-04-2020 11:54,18300
04-04-2020 12:36,14800
04-04-2020 13:02,27800
04-04-2020 14:06,21800
04-04-2020 14:07,19600
04-04-2020 14:56,18800
04-04-2020 15:24,15100
04-04-2020 16:11,16800
05-04-2020 11:02,21800
05-04-2020 11:18,19000
05-04-2020 12:33,16300
05-04-2020 13:05,24600
05-04-2020 13:17,17100
05-04-2020 13:29,14800
05-04-2020 13:34,22300
05-04-2020 14:41,26300
05-04-2020 14:56,14100
05-04-2020 15:28,18100
05-04-2020 16:03,15000
05-04-2020 16:23,16400
06-04-2020 11:24,19800
06-04-2020 11:54,18300
06-04-2020 14:41,14500
06-04-2020 15:38,20600
06-04-2020 15:55,27100
06-04-2020 16:41,16400
06-04-2020 17:21,15300
08-04-2020 11:01,17300
08-04-2020 11:22,16300
08-04-2020 11:40,25800
08-04-2020 11:53,28800
08-04-2020 12:01,30300
08-04-2020 12:10,19800
08-04-2020 13:20,17100
08-04-2020 14:49,18000
08-04-2020 14:56,21200
08-04-2020 15:53,22300
08-04-2020 16:38,25000
08-04-2020 17:09,16400
08-04-2020 17:17,14300
09-04-2020 11:05,18800
09-04-2020 11:10,26600
09-04-2020 11:58,15600
09-04-2020 11:59,20300
09-04-2020 12:00,30800
09-04-2020 12:45,14500
09-04-2020 13:25,14100
09-04-2020 14:31,19500
09-04-2020 15:44,14300
09-04-2020 16:44,24100
10-04-2020 11:43,19300
10-04-2020 11:45,20500
10-04-2020 12:29,15300
10-04-2020 12:53,14300
10-04-2020 14:55,14300
10-04-2020 16:13,31600
10-04-2020 17:14,15500
10-04-2020 17:24,18600
11-04-2020 11:20,17300
11-04-2020 11:40,29800
11-04-2020 12:34,21000
11-04-2020 12:40,18300
11-04-2020 14:45,14000
11-04-2020 15:01,19300
12-04-2020 11:05,32200
12-04-2020 11:52,36900
12-04-2020 12:08,24300
12-04-2020 12:19,15300
12-04-2020 12:35,18300
12-04-2020 13:33,18300
12-04-2020 14:06,15000
12-04-2020 14:30,15800
12-04-2020 14:32,14300
12-04-2020 15:24,21600
13-04-2020 14:06,27000
13-04-2020 15:19,26300
15-04-2020 11:20,19800
15-04-2020 11:43,27100
15-04-2020 12:36,14300
15-04-2020 13:19,34000
15-04-2020 13:49,14300
15-04-2020 13:52,17300
15-04-2020 14:22,14800
15-04-2020 15:01,16000
15-04-2020 15:17,29200
15-04-2020 15:59,15600
16-04-2020 11:46,19300
16-04-2020 11:51,18800
16-04-2020 12:15,27600
16-04-2020 13:04,18300
16-04-2020 16:58,18800
17-04-2020 11:45,20100
17-04-2020 12:12,19300
17-04-2020 13:18,15500
17-04-2020 13:38,20600
17-04-2020 14:24,18600
17-04-2020 15:01,19800
17-04-2020 16:05,17000
17-04-2020 16:30,16100
18-04-2020 11:19,19300
18-04-2020 11:22,18600
18-04-2020 11:22,16300
18-04-2020 11:39,20800
18-04-2020 11:46,33900
18-04-2020 12:22,16300
18-04-2020 12:35,15800
18-04-2020 13:42,15000
18-04-2020 14:10,36000
18-04-2020 14:12,30100
18-04-2020 14:17,14500
18-04-2020 14:35,17800
18-04-2020 14:10,14800
19-04-2020 11:09,24100
19-04-2020 11:26,21200
19-04-2020 12:35,14300
19-04-2020 14:04,24600
19-04-2020 15:02,16500
19-04-2020 15:16,16100
19-04-2020 16:46,23900
20-04-2020 11:17,25100
20-04-2020 12:13,20000
20-04-2020 12:32,16500
20-04-2020 12:45,17400
20-04-2020 12:53,16000
20-04-2020 14:46,64000
20-04-2020 14:56,29900
22-04-2020 11:02,20100
22-04-2020 11:51,18600
22-04-2020 11:53,18000
22-04-2020 12:06,28600
22-04-2020 12:18,18300
22-04-2020 12:53,18800
22-04-2020 13:05,20300
22-04-2020 13:07,25100
22-04-2020 13:43,25700
22-04-2020 15:05,16800
22-04-2020 15:49,15100
23-04-2020 11:07,20900
23-04-2020 11:40,28500
23-04-2020 12:57,17500
23-04-2020 13:17,20100
23-04-2020 13:57,17300
23-04-2020 15:10,26000
23-04-2020 15:14,19000
23-04-2020 15:16,15000
24-04-2020 11:12,18800
24-04-2020 12:00,19500
24-04-2020 12:15,30900
24-04-2020 12:53,24800
24-04-2020 14:03,14000
24-04-2020 14:32,16600
24-04-2020 15:10,26000
24-04-2020 16:27,15300
25-04-2020 11:10,18300
25-04-2020 11:16,30800
25-04-2020 11:16,31200
25-04-2020 11:37,20600
25-04-2020 11:42,36600
25-04-2020 11:52,14800
25-04-2020 13:18,19300
25-04-2020 13:30,28600
25-04-2020 13:56,29300
25-04-2020 13:56,19000
25-04-2020 14:25,22800
25-04-2020 14:27,20800
25-04-2020 16:13,15800
26-04-2020 11:03,38900
26-04-2020 11:05,33300
26-04-2020 11:51,28300
26-04-2020 12:00,23300
26-04-2020 12:02,23600
26-04-2020 13:01,16300
26-04-2020 13:01,14800
26-04-2020 13:44,22200
26-04-2020 13:55,15100
26-04-2020 14:05,17600
26-04-2020 14:13,17000
26-04-2020 15:14,27300
27-04-2020 11:28,18300
27-04-2020 11:36,18800
27-04-2020 11:41,19800
27-04-2020 11:42,30800
27-04-2020 11:56,22300
27-04-2020 12:02,15000
27-04-2020 12:08,14800
27-04-2020 12:31,18800
27-04-2020 13:22,14500
27-04-2020 13:35,14000
27-04-2020 14:42,14300
27-04-2020 15:07,18800
27-04-2020 15:10,25800
27-04-2020 16:00,18600
29-04-2020 12:00,21800
29-04-2020 12:24,23500
29-04-2020 13:15,14800
29-04-2020 13:58,15100
29-04-2020 15:05,26800
29-04-2020 16:35,16100
30-04-2020 11:18,31300
30-04-2020 11:43,18300
30-04-2020 12:17,18800
30-04-2020 13:10,14800
30-04-2020 13:43,16800
30-04-2020 15:01,18800
30-04-2020 16:02,15300
01-05-2020 11:09,31600
01-05-2020 11:10,21200
01-05-2020 11:32,15000
01-05-2020 11:47,19800
01-05-2020 12:00,30800
01-05-2020 12:10,18300
01-05-2020 13:05,28400
01-05-2020 13:55,21300
01-05-2020 15:03,14800
01-05-2020 15:19,14500
02-05-2020 11:37,19500
02-05-2020 11:39,19800
02-05-2020 12:15,14300
02-05-2020 13:45,15000
02-05-2020 14:45,24100
